,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTA1Mw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTA1Ng==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTE4Mw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTE4OQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTE5MA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTExNA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTIyMA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTIyMw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTM1Mw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTQ5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTU1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTU1Mg==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTU3,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTU3OA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTc4,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTcy,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMTk5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjA0MA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjEy,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjI1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjI3,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjI4,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjIx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjIz,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjM1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjQ2OQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjUzNQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjYy,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMjg=,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzAx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzEz,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzIx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzM2MQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzMx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzQ5Mw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzQyNg==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzUyNQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzY1Nw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItMzg4OA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDE1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDE1Mg==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDE2,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDE5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDEx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDI0,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDM4Mw==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDM5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDMx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDMy,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDU0OQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDU1MA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDYx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDc1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDg0,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNDk3,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTA5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTE3NQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTI3NA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTQzOQ==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTYx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTg2OA==,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNTkw,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjA1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjAw,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjEy,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjMw,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjQ1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjU0,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNjg1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNzA5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNzEw,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNzU1,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItNzg=,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItODA0,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItODIy,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItODMx,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItODY3,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItODk5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItOTQ5,R3JhcGhxbDo6TG9jYXRpb25QcmVzZW50ZXItOTY2
2023-04-01 00:00:00,0.0,0.0,6.999999999999999,0.0,22.0,0.0,21.72695035460993,0.0,0.0,200.0,44.0,0.0,0.0,0.0,0.0,37.3879781420765,0.0,20.585714285714285,0.0,44.0,0.0,44.0,0.0,1.3327338129496402,44.0,2.1167913549459683,50.83333333333333,0.0,0.0,0.0,0.0,44.0,0.0,3.2084210526315786,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1400.0,200.0,4.449056603773585,9.901771336553946,0.0,12.645833333333332,0.0,13.999999999999998,0.0,0.0,16.666666666666664,9.945833333333333,0.0,0.0,0.0,100.0,3.015730337078652,200.0,29.82222222222222,0.0,4.986666666666666,9.166666666666666,33.48351648351648,0.0,0.0,6.999999999999999,100.0,100.0,44.0,0.0,0.0,25.666666666666664,0.0,0.0,0.0,22.0,0.0,0.0
2023-04-01 01:00:00,0.0,0.0,6.999999999999999,0.0,22.0,0.0,21.84397163120567,0.0,0.0,200.0,44.0,0.0,0.0,0.0,0.0,38.04918032786885,0.0,20.61190476190476,0.0,44.0,0.0,44.0,0.0,1.3489208633093526,44.0,2.125935162094763,52.08333333333333,0.0,0.0,0.0,0.0,44.0,0.0,3.2589473684210524,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1400.0,200.0,4.381132075471698,9.990338164251208,0.0,12.624999999999998,0.0,13.999999999999998,0.0,0.0,0.0,10.208333333333332,0.0,0.0,0.0,100.0,3.0301498127340825,200.0,29.866666666666664,0.0,4.84,9.10344827586207,33.523809523809526,0.0,0.0,6.999999999999999,100.0,100.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
2023-04-01 02:00:00,0.0,0.0,6.999999999999999,0.0,22.0,0.0,21.96099290780141,0.0,0.0,200.0,44.0,0.0,0.0,0.0,0.0,38.7103825136612,0.0,20.63809523809524,0.0,44.0,0.0,44.0,0.0,1.3651079136690647,44.0,2.135078969243558,53.33333333333333,11.0,0.0,0.0,0.0,44.0,0.0,3.309473684210526,0.0,0.0,0.0,0.0,0.0,0.0,14.666666666666666,0.0,1400.0,200.0,4.313207547169812,10.07890499194847,0.0,12.604166666666666,0.0,13.999999999999998,0.0,0.0,66.66666666666666,10.470833333333331,0.0,0.0,3.6666666666666665,100.0,3.044569288389513,200.0,29.911111111111108,0.0,4.693333333333333,9.040229885057473,33.56410256410256,0.0,0.0,6.999999999999999,100.0,100.0,44.0,0.0,0.0,0.0,49.99999999999999,0.0,0.0,22.0,0.0,0.0
2023-04-01 03:00:00,0.0,0.0,6.999999999999999,0.0,22.0,0.0,22.07801418439716,0.0,0.0,200.0,44.0,0.0,0.0,0.0,3.6666666666666665,39.37158469945355,0.0,20.66428571428571,0.0,44.0,0.0,44.0,0.0,1.3812949640287768,44.0,2.1442227763923523,54.58333333333333,66.0,7.333333333333333,0.0,0.0,44.0,0.0,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,200.0,4.245283018867925,10.167471819645732,0.0,12.583333333333332,0.0,13.999999999999998,0.0,0.0,74.99999999999999,10.733333333333334,0.0,0.0,44.0,100.0,3.058988764044944,200.0,29.955555555555552,0.0,4.546666666666667,8.977011494252874,33.604395604395606,0.0,0.0,6.999999999999999,100.0,100.0,44.0,0.0,0.0,0.0,133.33333333333331,0.0,0.0,22.0,0.0,0.0
2023-04-01 04:00:00,0.0,0.0,6.999999999999999,7.333333333333333,22.0,0.0,22.1950354609929,0.0,0.0,200.0,44.0,0.0,11.0,0.0,44.0,40.0327868852459,0.0,20.69047619047619,0.0,44.0,0.0,44.0,0.0,1.3974820143884892,14.666666666666666,2.153366583541147,55.83333333333333,126.5,22.0,0.0,0.0,44.0,0.0,3.4105263157894736,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,2333.333333333333,200.0,4.1773584905660375,10.256038647342995,0.0,12.562499999999998,0.0,13.999999999999998,0.0,0.0,100.0,10.995833333333334,0.0,0.0,44.0,100.0,3.0734082397003744,200.0,30.0,0.0,4.4,8.913793103448276,33.64468864468864,0.0,0.0,6.999999999999999,100.0,100.0,44.0,0.0,0.0,0.0,141.66666666666666,0.0,116.66666666666666,22.0,0.0,3.5
2023-04-01 05:00:00,11.666666666666664,18.33333333333333,6.999999999999998,22.0,22.0,0.0,22.312056737588648,3.6666666666666665,0.0,200.0,11.0,0.0,66.0,0.0,62.33333333333333,40.69398907103825,0.0,20.716666666666665,0.0,44.0,0.0,22.0,0.0,1.4136690647482015,18.33333333333333,2.162510390689942,57.08333333333333,132.0,12.833333333333332,0.0,0.0,58.66666666666666,22.0,3.461052631578947,0.0,8.166666666666666,0.0,133.33333333333331,0.0,0.0,0.0,0.0,2041.6666666666663,200.0,4.109433962264151,10.344605475040256,0.0,12.541666666666666,0.0,13.999999999999998,0.0,0.0,95.83333333333331,11.258333333333333,0.0,7.333333333333333,44.0,100.0,3.087827715355805,200.0,30.04444444444444,0.0,4.253333333333333,8.850574712643677,33.684981684981686,0.0,0.0,6.999999999999999,100.0,100.0,44.0,18.33333333333333,12.833333333333332,0.0,83.33333333333331,0.0,183.3333333333333,22.0,0.0,13.999999999999998
2023-04-01 06:00:00,2.333333333333333,44.0,1.1666666666666663,7.333333333333333,22.0,25.0,22.42907801418439,22.0,0.0,200.0,0.0,0.0,88.0,0.0,88.0,41.3551912568306,3.6666666666666665,20.74285714285714,0.0,66.0,58.66666666666666,0.0,0.0,1.4298561151079137,88.0,2.1716541978387363,58.33333333333333,93.5,22.0,5.833333333333332,0.0,7.333333333333333,16.5,3.5115789473684207,0.0,12.833333333333332,0.0,93.33333333333331,3.5,0.0,0.0,16.5,1866.6666666666663,200.0,4.041509433962264,10.43317230273752,0.0,12.520833333333332,0.0,13.999999999999998,0.0,0.0,49.99999999999999,11.520833333333332,0.0,44.0,18.33333333333333,100.0,3.102247191011236,200.0,30.088888888888885,0.0,4.1066666666666665,8.78735632183908,33.72527472527472,0.0,0.0,6.999999999999999,100.0,100.0,44.0,44.0,42.16666666666666,0.0,49.99999999999999,0.0,200.0,22.0,0.0,22.16666666666666
2023-04-01 07:00:00,0.0,44.0,2.333333333333333,0.0,22.0,100.0,22.546099290780138,22.0,0.0,200.0,0.0,0.0,69.66666666666666,0.0,69.66666666666666,42.01639344262295,44.0,20.76904761904762,0.0,84.33333333333333,58.66666666666666,7.333333333333333,0.0,1.4460431654676258,77.0,2.180798004987531,58.17610062893081,115.5,33.0,13.999999999999998,0.0,3.6666666666666665,14.666666666666666,3.5621052631578944,0.0,8.166666666666666,66.0,0.0,6.999999999999999,0.0,0.0,18.33333333333333,1925.0,200.0,3.9735849056603776,10.52173913043478,116.66666666666666,12.499999999999998,0.0,13.999999999999998,0.0,0.0,83.33333333333331,11.783333333333331,0.0,3.6666666666666665,0.0,100.0,3.1166666666666663,200.0,30.13333333333333,0.0,3.96,8.724137931034482,33.765567765567766,0.0,5.249999999999999,6.999999999999999,100.0,100.0,44.0,62.33333333333333,36.66666666666666,0.0,200.0,11.666666666666664,200.0,22.0,14.666666666666666,15.166666666666664
2023-04-01 08:00:00,6.999999999999999,44.0,0.0,0.0,22.0,41.66666666666666,22.66312056737588,16.5,0.0,200.0,0.0,0.0,84.33333333333333,0.0,44.0,42.6775956284153,44.0,20.79523809523809,0.0,88.0,73.33333333333333,77.0,0.0,1.462230215827338,14.666666666666666,2.189941812136326,58.01886792452829,126.5,42.16666666666666,17.499999999999996,0.0,44.0,0.0,3.612631578947368,1.8333333333333333,9.333333333333332,88.0,0.0,5.833333333333332,0.0,0.0,0.0,2391.6666666666665,200.0,3.9056603773584895,10.610305958132043,0.0,12.479166666666666,0.0,13.999999999999998,0.0,0.0,91.66666666666666,12.045833333333334,0.0,0.0,0.0,100.0,3.131086142322097,200.0,30.177777777777774,0.0,3.813333333333333,8.660919540229884,33.8058608058608,0.0,5.237318840579709,6.999999999999999,100.0,100.0,44.0,3.6666666666666665,44.0,44.0,166.66666666666663,23.33333333333333,174.99999999999997,22.0,44.0,13.999999999999998
2023-04-01 09:00:00,18.666666666666664,44.0,0.0,0.0,22.0,0.0,22.780141843971627,22.0,9.6,200.0,0.0,0.0,44.0,0.0,22.0,43.33879781420765,44.0,20.82142857142857,0.0,51.33333333333333,44.0,77.0,0.0,1.4784172661870505,7.333333333333333,2.1990856192851203,57.86163522012578,38.5,22.0,28.0,0.0,25.666666666666664,0.0,3.663157894736842,22.0,13.999999999999998,29.33333333333333,0.0,6.999999999999999,0.0,40.33333333333333,0.0,2741.6666666666665,200.0,3.837735849056604,10.698872785829307,233.3333333333333,12.458333333333332,0.0,13.999999999999998,0.0,0.0,100.0,12.308333333333334,0.0,0.0,33.0,100.0,3.145505617977528,200.0,30.222222222222214,0.0,3.6666666666666665,8.597701149425287,33.84615384615385,0.0,5.224637681159419,6.999999999999999,100.0,100.0,44.0,44.0,42.16666666666666,29.33333333333333,200.0,9.333333333333332,200.0,22.0,44.0,8.166666666666666
